global_task_id,init_state_id,teacher_demo,arm,family,layer,original_delta_norm,projected_delta_norm,candidate_delta_norm,candidate_to_original_norm_ratio,rho,alpha,b_projection_relative_l2,finite
31,0,0,SHRINK,q_b,0,32.56375944395314,22.363581608303825,22.363581608303825,0.6867628919441789,0.313237108055821,0.6867628919441789,0.7273484233215259,True
31,0,0,SHRINK,q_b,1,29.930073457570877,20.861661947475707,20.861661947475707,0.6970133894609171,0.30298661053908293,0.6970133894609171,0.718627132676127,True
31,0,0,SHRINK,q_b,2,29.714169042354555,20.63906362792296,20.63906362792296,0.6945865993595194,0.30541340064048067,0.6945865993595194,0.7228167181950638,True
31,0,0,SHRINK,q_b,3,32.062990240881845,22.08261678464371,22.082616784643715,0.6887260551415234,0.31127394485847676,0.6887260551415233,0.7258709269971767,True
31,0,0,SHRINK,q_b,4,31.64713973248647,22.315598416033012,22.315598416033016,0.705137924143128,0.2948620758568721,0.7051379241431279,0.711157075243105,True
31,0,0,SHRINK,q_b,5,30.789455374499465,21.417342729124798,21.417342729124794,0.6956064168274678,0.304393583172532,0.6956064168274679,0.7196998243132334,True
31,0,0,SHRINK,q_b,6,31.980807062114387,22.093621288707812,22.093621288707812,0.6908400168199854,0.3091599831800146,0.6908400168199854,0.7240502877498808,True
31,0,0,SHRINK,q_b,7,32.130967146637914,21.987507184183386,21.98750718418339,0.6843089124531408,0.3156910875468593,0.6843089124531407,0.7300517367921325,True
31,0,0,SHRINK,q_b,8,33.27046652982146,22.80155946357751,22.80155946357751,0.6853393367099223,0.3146606632900777,0.6853393367099223,0.728475940584788,True
31,0,0,SHRINK,q_b,9,32.953553361324275,22.47857252662974,22.47857252662974,0.6821289431267091,0.31787105687329087,0.6821289431267091,0.7326562578832083,True
31,0,0,SHRINK,q_b,10,33.439253829956506,22.83335965921128,22.833359659211276,0.6828310157673448,0.3171689842326551,0.6828310157673448,0.73069622021369,True
31,0,0,SHRINK,q_b,11,29.059450909552076,20.221196785302723,20.221196785302723,0.6958561208964844,0.3041438791035156,0.6958561208964844,0.7249895513951478,True
31,0,0,SHRINK,q_b,12,34.05379657502026,23.26021761844415,23.26021761844415,0.6830433008314378,0.3169566991685622,0.6830433008314378,0.7304242599515439,True
31,0,0,SHRINK,q_b,13,33.91855022510922,23.160674214112923,23.16067421411292,0.6828320803926206,0.31716791960737933,0.6828320803926207,0.7308285164222884,True
31,0,0,SHRINK,q_b,14,34.500204053978706,23.615927257299273,23.61592725729927,0.6845155820049645,0.3154844179950354,0.6845155820049645,0.7291117453243543,True
31,0,0,SHRINK,q_b,15,30.24353776859819,21.01552156563925,21.015521565639247,0.6948764303447206,0.3051235696552793,0.6948764303447207,0.721085584402038,True
31,0,0,SHRINK,q_b,16,32.030326941419354,21.89501386341147,21.895013863411467,0.6835713510965878,0.31642864890341205,0.683571351096588,0.7304674120769336,True
31,0,0,SHRINK,q_b,17,31.84777941358485,21.897793638362348,21.89779363836235,0.6875767805971968,0.31242321940280326,0.6875767805971967,0.7266885747848756,True
31,0,0,SHRINK,v_b,0,15.394937851992742,14.738520743237615,14.738520743237613,0.9573614966772885,0.04263850332271135,0.9573614966772886,0.2887299826633155,True
31,0,0,SHRINK,v_b,1,14.76757206154702,14.164887003088552,14.164887003088552,0.9591886157083475,0.040811384291652535,0.9591886157083475,0.2819811688610953,True
31,0,0,SHRINK,v_b,2,14.46381815856164,13.82784604990803,13.827846049908032,0.9560301366014372,0.0439698633985629,0.9560301366014371,0.29259768687452603,True
31,0,0,SHRINK,v_b,3,15.093995098592481,14.462231194004994,14.462231194004994,0.9581446859853294,0.041855314014670575,0.9581446859853294,0.28593802110149524,True
31,0,0,SHRINK,v_b,4,16.052363089261668,15.518531822668525,15.518531822668526,0.9667443812711755,0.033255618728824654,0.9667443812711753,0.256391751000926,True
31,0,0,SHRINK,v_b,5,14.90661463876152,14.311047226820762,14.31104722682076,0.9600467694125457,0.03995323058745415,0.9600467694125459,0.27941527322326476,True
31,0,0,SHRINK,v_b,6,15.45336767599881,14.836519592911952,14.83651959291195,0.9600832584832036,0.03991674151679625,0.9600832584832037,0.2793670904600645,True
