panel,step,condition,suite,task_id,init_state_id,env_seed,policy_seed_root,global_task_id,teacher_demo,video_ordinal,agentview_success,dual_success,agentview_steps,dual_steps
validation,1200,correct,libero_object,3,27,7,7,13,46,27,0,0,280,280
validation,1200,correct,libero_object,3,28,7,7,13,15,28,0,0,280,280
validation,1200,correct,libero_object,3,29,7,7,13,49,29,1,0,130,280
validation,1200,correct,libero_object,3,30,7,7,13,26,30,0,0,280,280
validation,1200,correct,libero_object,3,31,7,7,13,10,31,1,1,116,136
validation,1200,correct,libero_object,3,32,7,7,13,23,32,1,0,162,280
validation,1200,correct,libero_object,3,33,7,7,13,17,33,1,1,116,117
validation,1200,correct,libero_object,3,34,7,7,13,1,34,1,0,121,280
validation,1200,correct,libero_object,3,35,7,7,13,21,35,0,1,280,124
validation,1200,correct,libero_object,3,36,7,7,13,12,36,1,1,121,126
validation,1200,correct,libero_object,3,37,7,7,13,11,37,0,0,280,280
validation,1200,correct,libero_object,3,38,7,7,13,40,38,1,0,268,280
validation,1200,correct,libero_object,3,39,7,7,13,41,39,1,0,125,280
validation,1200,correct,libero_object,3,40,7,7,13,19,40,0,0,280,280
validation,1200,correct,libero_object,3,41,7,7,13,32,41,1,1,102,117
validation,1200,correct,libero_object,3,42,7,7,13,38,42,0,1,280,162
validation,1200,correct,libero_object,3,43,7,7,13,22,43,0,0,280,280
validation,1200,correct,libero_object,3,44,7,7,13,29,44,0,0,280,280
validation,1200,correct,libero_object,3,45,7,7,13,37,45,0,1,280,162
validation,1200,correct,libero_object,3,46,7,7,13,31,46,1,0,122,280
validation,1200,correct,libero_object,3,47,7,7,13,6,47,1,0,206,280
validation,1200,correct,libero_object,3,48,7,7,13,27,48,0,0,280,280
validation,1200,correct,libero_object,3,49,7,7,13,39,49,0,0,280,280
validation,1200,correct,libero_spatial,1,0,7,7,1,1,0,0,0,220,220
validation,1200,correct,libero_spatial,1,1,7,7,1,21,1,0,0,220,220
validation,1200,correct,libero_spatial,1,2,7,7,1,39,2,0,0,220,220
validation,1200,correct,libero_spatial,1,3,7,7,1,14,3,0,0,220,220
validation,1200,correct,libero_spatial,1,4,7,7,1,2,4,0,0,220,220
validation,1200,correct,libero_spatial,1,5,7,7,1,34,5,0,0,220,220
validation,1200,correct,libero_spatial,1,6,7,7,1,40,6,0,0,220,220
validation,1200,correct,libero_spatial,1,7,7,7,1,8,7,0,0,220,220
validation,1200,correct,libero_spatial,1,8,7,7,1,4,8,0,0,220,220
validation,1200,correct,libero_spatial,1,9,7,7,1,42,9,0,0,220,220
validation,1200,correct,libero_spatial,1,10,7,7,1,44,10,0,0,220,220
validation,1200,correct,libero_spatial,1,11,7,7,1,24,11,0,0,220,220
validation,1200,correct,libero_spatial,1,12,7,7,1,36,12,0,0,220,220
validation,1200,correct,libero_spatial,1,13,7,7,1,37,13,0,0,220,220
validation,1200,correct,libero_spatial,1,14,7,7,1,18,14,0,0,220,220
validation,1200,correct,libero_spatial,1,15,7,7,1,31,15,0,0,220,220
validation,1200,correct,libero_spatial,1,16,7,7,1,33,16,0,0,220,220
validation,1200,correct,libero_spatial,1,17,7,7,1,9,17,0,0,220,220
validation,1200,correct,libero_spatial,1,18,7,7,1,6,18,0,0,220,220
validation,1200,correct,libero_spatial,1,19,7,7,1,7,19,0,0,220,220
validation,1200,correct,libero_spatial,1,20,7,7,1,27,20,0,0,220,220
validation,1200,correct,libero_spatial,1,21,7,7,1,20,21,0,0,220,220
validation,1200,correct,libero_spatial,1,22,7,7,1,38,22,0,0,220,220
validation,1200,correct,libero_spatial,1,23,7,7,1,46,23,0,0,220,220
validation,1200,correct,libero_spatial,1,24,7,7,1,17,24,0,0,220,220
validation,1200,correct,libero_spatial,1,25,7,7,1,41,25,0,0,220,220
validation,1200,correct,libero_spatial,1,26,7,7,1,0,26,0,0,220,220
validation,1200,correct,libero_spatial,1,27,7,7,1,30,27,0,0,220,220
validation,1200,correct,libero_spatial,1,28,7,7,1,22,28,0,0,220,220
validation,1200,correct,libero_spatial,1,29,7,7,1,12,29,0,0,220,220
validation,1200,correct,libero_spatial,1,30,7,7,1,47,30,0,0,220,220
validation,1200,correct,libero_spatial,1,31,7,7,1,45,31,0,0,220,220
validation,1200,correct,libero_spatial,1,32,7,7,1,32,32,0,0,220,220
validation,1200,correct,libero_spatial,1,33,7,7,1,43,33,0,0,220,220
validation,1200,correct,libero_spatial,1,34,7,7,1,3,34,0,0,220,220
validation,1200,correct,libero_spatial,1,35,7,7,1,11,35,0,0,220,220
validation,1200,correct,libero_spatial,1,36,7,7,1,48,36,0,0,220,220
validation,1200,correct,libero_spatial,1,37,7,7,1,28,37,0,0,220,220
validation,1200,correct,libero_spatial,1,38,7,7,1,35,38,0,0,220,220
validation,1200,correct,libero_spatial,1,39,7,7,1,29,39,0,0,220,220
validation,1200,correct,libero_spatial,1,40,7,7,1,15,40,0,0,220,220
validation,1200,correct,libero_spatial,1,41,7,7,1,5,41,0,0,220,220
validation,1200,correct,libero_spatial,1,42,7,7,1,26,42,0,0,220,220
validation,1200,correct,libero_spatial,1,43,7,7,1,19,43,0,0,220,220
validation,1200,correct,libero_spatial,1,44,7,7,1,23,44,0,0,220,220
validation,1200,correct,libero_spatial,1,45,7,7,1,10,45,0,0,220,220
validation,1200,correct,libero_spatial,1,46,7,7,1,16,46,0,0,220,220
validation,1200,correct,libero_spatial,1,47,7,7,1,25,47,0,0,220,220
validation,1200,correct,libero_spatial,1,48,7,7,1,49,48,0,0,220,220
validation,1200,correct,libero_spatial,1,49,7,7,1,13,49,0,0,220,220
validation,1200,correct,libero_spatial,3,0,7,7,3,2,0,1,0,102,220
validation,1200,correct,libero_spatial,3,1,7,7,3,36,1,1,0,114,220
validation,1200,correct,libero_spatial,3,2,7,7,3,43,2,0,0,220,220
validation,1200,correct,libero_spatial,3,3,7,7,3,16,3,1,0,95,220
validation,1200,correct,libero_spatial,3,4,7,7,3,7,4,0,0,220,220
validation,1200,correct,libero_spatial,3,5,7,7,3,8,5,0,0,220,220
validation,1200,correct,libero_spatial,3,6,7,7,3,14,6,0,0,220,220
validation,1200,correct,libero_spatial,3,7,7,7,3,38,7,1,1,95,180
validation,1200,correct,libero_spatial,3,8,7,7,3,33,8,0,0,220,220
validation,1200,correct,libero_spatial,3,9,7,7,3,1,9,1,0,99,220
validation,1200,correct,libero_spatial,3,10,7,7,3,21,10,1,0,111,220
validation,1200,correct,libero_spatial,3,11,7,7,3,5,11,1,0,102,220
validation,1200,correct,libero_spatial,3,12,7,7,3,49,12,1,0,121,220
validation,1200,correct,libero_spatial,3,13,7,7,3,29,13,0,0,220,220
validation,1200,correct,libero_spatial,3,14,7,7,3,24,14,1,0,143,220
validation,1200,correct,libero_spatial,3,15,7,7,3,10,15,1,1,84,114
validation,1200,correct,libero_spatial,3,16,7,7,3,44,16,1,0,105,220
validation,1200,correct,libero_spatial,3,17,7,7,3,15,17,1,0,112,220
validation,1200,correct,libero_spatial,3,18,7,7,3,19,18,1,0,107,220
validation,1200,correct,libero_spatial,3,19,7,7,3,39,19,1,0,96,220
validation,1200,correct,libero_spatial,3,20,7,7,3,6,20,0,0,220,220
validation,1200,correct,libero_spatial,3,21,7,7,3,30,21,1,0,137,220
validation,1200,correct,libero_spatial,3,22,7,7,3,28,22,1,0,115,220
validation,1200,correct,libero_spatial,3,23,7,7,3,34,23,1,0,104,220
validation,1200,correct,libero_spatial,3,24,7,7,3,3,24,1,0,103,220
validation,1200,correct,libero_spatial,3,25,7,7,3,45,25,0,0,220,220
validation,1200,correct,libero_spatial,3,26,7,7,3,32,26,1,0,104,220
validation,1200,correct,libero_spatial,3,27,7,7,3,22,27,0,0,220,220
validation,1200,correct,libero_spatial,3,28,7,7,3,20,28,0,0,220,220
validation,1200,correct,libero_spatial,3,29,7,7,3,23,29,1,0,104,220
validation,1200,correct,libero_spatial,3,30,7,7,3,9,30,1,0,193,220
validation,1200,correct,libero_spatial,3,31,7,7,3,0,31,0,0,220,220
validation,1200,correct,libero_spatial,3,32,7,7,3,4,32,1,1,78,104
validation,1200,correct,libero_spatial,3,33,7,7,3,47,33,0,0,220,220
validation,1200,correct,libero_spatial,3,34,7,7,3,31,34,1,1,159,115
validation,1200,correct,libero_spatial,3,35,7,7,3,27,35,1,0,138,220
validation,1200,correct,libero_spatial,3,36,7,7,3,17,36,1,0,154,220
validation,1200,correct,libero_spatial,3,37,7,7,3,41,37,1,1,105,119
validation,1200,correct,libero_spatial,3,38,7,7,3,25,38,1,1,93,158
validation,1200,correct,libero_spatial,3,39,7,7,3,35,39,1,0,106,220
validation,1200,correct,libero_spatial,3,40,7,7,3,46,40,1,0,106,220
validation,1200,correct,libero_spatial,3,41,7,7,3,40,41,0,0,220,220
validation,1200,correct,libero_spatial,3,42,7,7,3,42,42,1,0,101,220
validation,1200,correct,libero_spatial,3,43,7,7,3,48,43,1,0,93,220
validation,1200,correct,libero_spatial,3,44,7,7,3,26,44,1,0,96,220
validation,1200,correct,libero_spatial,3,45,7,7,3,11,45,1,0,94,220
validation,1200,correct,libero_spatial,3,46,7,7,3,18,46,0,0,220,220
validation,1200,correct,libero_spatial,3,47,7,7,3,13,47,1,0,214,220
validation,1200,correct,libero_spatial,3,48,7,7,3,12,48,1,0,114,220
validation,1200,correct,libero_spatial,3,49,7,7,3,37,49,1,0,106,220
validation,1500,correct,libero_10,1,0,7,7,31,47,0,0,0,520,520
validation,1500,correct,libero_10,1,1,7,7,31,9,1,1,0,392,520
validation,1500,correct,libero_10,1,2,7,7,31,3,2,0,0,520,520
validation,1500,correct,libero_10,1,3,7,7,31,32,3,1,1,376,267
validation,1500,correct,libero_10,1,4,7,7,31,15,4,1,0,325,520
validation,1500,correct,libero_10,1,5,7,7,31,18,5,0,0,520,520
validation,1500,correct,libero_10,1,6,7,7,31,34,6,1,0,316,520
validation,1500,correct,libero_10,1,7,7,7,31,11,7,0,0,520,520
validation,1500,correct,libero_10,1,8,7,7,31,31,8,1,0,342,520
validation,1500,correct,libero_10,1,9,7,7,31,45,9,1,0,314,520
validation,1500,correct,libero_10,1,10,7,7,31,49,10,1,1,295,483
validation,1500,correct,libero_10,1,11,7,7,31,28,11,0,1,520,297
validation,1500,correct,libero_10,1,12,7,7,31,39,12,0,1,520,462
validation,1500,correct,libero_10,1,13,7,7,31,43,13,1,1,324,374
validation,1500,correct,libero_10,1,14,7,7,31,12,14,0,1,520,338
validation,1500,correct,libero_10,1,15,7,7,31,38,15,0,0,520,520
validation,1500,correct,libero_10,1,16,7,7,31,35,16,1,1,246,259
validation,1500,correct,libero_10,1,17,7,7,31,33,17,0,0,520,520
validation,1500,correct,libero_10,1,18,7,7,31,42,18,0,0,520,520
validation,1500,correct,libero_10,1,19,7,7,31,24,19,1,0,440,520
validation,1500,correct,libero_10,1,20,7,7,31,21,20,1,1,243,287
validation,1500,correct,libero_10,1,21,7,7,31,23,21,0,0,520,520
validation,1500,correct,libero_10,1,22,7,7,31,2,22,0,0,520,520
validation,1500,correct,libero_10,1,23,7,7,31,48,23,1,0,455,520
validation,1500,correct,libero_10,1,24,7,7,31,0,24,0,1,520,455
validation,1500,correct,libero_10,1,25,7,7,31,7,25,1,1,391,460
validation,1500,correct,libero_10,1,26,7,7,31,37,26,1,0,349,520
validation,1500,correct,libero_10,1,27,7,7,31,4,27,0,0,520,520
validation,1500,correct,libero_10,1,28,7,7,31,20,28,0,1,520,397
validation,1500,correct,libero_10,1,29,7,7,31,25,29,1,0,505,520
validation,1500,correct,libero_10,1,30,7,7,31,46,30,0,0,520,520
validation,1500,correct,libero_10,1,31,7,7,31,22,31,0,0,520,520
validation,1500,correct,libero_10,1,32,7,7,31,41,32,0,0,520,520
validation,1500,correct,libero_10,1,33,7,7,31,40,33,0,0,520,520
validation,1500,correct,libero_10,1,34,7,7,31,13,34,0,0,520,520
validation,1500,correct,libero_10,1,35,7,7,31,16,35,1,0,332,520
validation,1500,correct,libero_10,1,36,7,7,31,10,36,0,0,520,520
validation,1500,correct,libero_10,1,37,7,7,31,17,37,1,1,282,282
validation,1500,correct,libero_10,1,38,7,7,31,6,38,0,1,520,306
validation,1500,correct,libero_10,1,39,7,7,31,27,39,0,0,520,520
validation,1500,correct,libero_10,1,40,7,7,31,36,40,0,0,520,520
validation,1500,correct,libero_10,1,41,7,7,31,26,41,1,1,390,341
validation,1500,correct,libero_10,1,42,7,7,31,44,42,0,0,520,520
validation,1500,correct,libero_10,1,43,7,7,31,19,43,1,1,292,291
validation,1500,correct,libero_10,1,44,7,7,31,14,44,1,0,367,520
validation,1500,correct,libero_10,1,45,7,7,31,8,45,1,1,475,375
validation,1500,correct,libero_10,1,46,7,7,31,5,46,0,1,520,356
validation,1500,correct,libero_10,1,47,7,7,31,30,47,1,1,336,410
validation,1500,correct,libero_10,1,48,7,7,31,29,48,1,1,292,292
validation,1500,correct,libero_10,1,49,7,7,31,1,49,0,0,520,520
validation,1500,correct,libero_10,2,0,7,7,32,16,0,0,0,520,520
validation,1500,correct,libero_10,2,1,7,7,32,35,1,0,0,520,520
validation,1500,correct,libero_10,2,2,7,7,32,12,2,0,0,520,520
validation,1500,correct,libero_10,2,3,7,7,32,8,3,0,0,520,520
validation,1500,correct,libero_10,2,4,7,7,32,37,4,0,0,520,520
validation,1500,correct,libero_10,2,5,7,7,32,42,5,0,0,520,520
validation,1500,correct,libero_10,2,6,7,7,32,15,6,0,0,520,520
validation,1500,correct,libero_10,2,7,7,7,32,43,7,0,0,520,520
validation,1500,correct,libero_10,2,8,7,7,32,33,8,0,0,520,520
validation,1500,correct,libero_10,2,9,7,7,32,25,9,0,0,520,520
validation,1500,correct,libero_10,2,10,7,7,32,3,10,0,0,520,520
validation,1500,correct,libero_10,2,11,7,7,32,29,11,0,0,520,520
validation,1500,correct,libero_10,2,12,7,7,32,24,12,0,0,520,520
validation,1500,correct,libero_10,2,13,7,7,32,28,13,0,0,520,520
validation,1500,correct,libero_10,2,14,7,7,32,47,14,0,0,520,520
validation,1500,correct,libero_10,2,15,7,7,32,36,15,0,0,520,520
validation,1500,correct,libero_10,2,16,7,7,32,18,16,0,0,520,520
validation,1500,correct,libero_10,2,17,7,7,32,46,17,0,0,520,520
validation,1500,correct,libero_10,2,18,7,7,32,39,18,0,0,520,520
validation,1500,correct,libero_10,2,19,7,7,32,31,19,0,0,520,520
validation,1500,correct,libero_10,2,20,7,7,32,32,20,0,0,520,520
validation,1500,correct,libero_10,2,21,7,7,32,34,21,0,0,520,520
validation,1500,correct,libero_10,2,22,7,7,32,19,22,0,0,520,520
validation,1500,correct,libero_10,2,23,7,7,32,49,23,0,0,520,520
validation,1500,correct,libero_10,2,24,7,7,32,45,24,0,0,520,520
validation,1500,correct,libero_10,2,25,7,7,32,21,25,0,0,520,520
validation,1500,correct,libero_10,2,26,7,7,32,44,26,0,0,520,520
validation,1500,correct,libero_10,2,27,7,7,32,2,27,0,0,520,520
validation,1500,correct,libero_10,2,28,7,7,32,38,28,0,0,520,520
validation,1500,correct,libero_10,2,29,7,7,32,5,29,0,0,520,520
validation,1500,correct,libero_10,2,30,7,7,32,1,30,0,0,520,520
validation,1500,correct,libero_10,2,31,7,7,32,27,31,0,0,520,520
validation,1500,correct,libero_10,2,32,7,7,32,7,32,0,0,520,520
validation,1500,correct,libero_10,2,33,7,7,32,13,33,0,0,520,520
validation,1500,correct,libero_10,2,34,7,7,32,23,34,0,0,520,520
validation,1500,correct,libero_10,2,35,7,7,32,11,35,0,0,520,520
validation,1500,correct,libero_10,2,36,7,7,32,9,36,0,0,520,520
validation,1500,correct,libero_10,2,37,7,7,32,0,37,0,0,520,520
validation,1500,correct,libero_10,2,38,7,7,32,10,38,0,0,520,520
validation,1500,correct,libero_10,2,39,7,7,32,26,39,0,0,520,520
validation,1500,correct,libero_10,2,40,7,7,32,4,40,0,0,520,520
validation,1500,correct,libero_10,2,41,7,7,32,30,41,0,0,520,520
validation,1500,correct,libero_10,2,42,7,7,32,40,42,0,0,520,520
validation,1500,correct,libero_10,2,43,7,7,32,22,43,0,0,520,520
validation,1500,correct,libero_10,2,44,7,7,32,41,44,0,0,520,520
validation,1500,correct,libero_10,2,45,7,7,32,17,45,0,0,520,520
validation,1500,correct,libero_10,2,46,7,7,32,20,46,0,0,520,520
validation,1500,correct,libero_10,2,47,7,7,32,14,47,0,0,520,520
validation,1500,correct,libero_10,2,48,7,7,32,48,48,0,0,520,520
validation,1500,correct,libero_10,2,49,7,7,32,6,49,0,0,520,520
validation,1500,correct,libero_goal,3,0,7,7,23,35,0,0,0,300,300
validation,1500,correct,libero_goal,3,1,7,7,23,13,1,0,0,300,300
validation,1500,correct,libero_goal,3,2,7,7,23,15,2,0,0,300,300
validation,1500,correct,libero_goal,3,3,7,7,23,8,3,0,0,300,300
validation,1500,correct,libero_goal,3,4,7,7,23,34,4,0,0,300,300
validation,1500,correct,libero_goal,3,5,7,7,23,28,5,0,0,300,300
validation,1500,correct,libero_goal,3,6,7,7,23,29,6,0,0,300,300
validation,1500,correct,libero_goal,3,7,7,7,23,19,7,0,0,300,300
validation,1500,correct,libero_goal,3,8,7,7,23,17,8,0,0,300,300
validation,1500,correct,libero_goal,3,9,7,7,23,2,9,0,0,300,300
validation,1500,correct,libero_goal,3,10,7,7,23,0,10,0,0,300,300
validation,1500,correct,libero_goal,3,11,7,7,23,31,11,0,0,300,300
validation,1500,correct,libero_goal,3,12,7,7,23,3,12,0,0,300,300
validation,1500,correct,libero_goal,3,13,7,7,23,30,13,0,0,300,300
validation,1500,correct,libero_goal,3,14,7,7,23,5,14,0,0,300,300
validation,1500,correct,libero_goal,3,15,7,7,23,26,15,0,0,300,300
validation,1500,correct,libero_goal,3,16,7,7,23,4,16,0,0,300,300
validation,1500,correct,libero_goal,3,17,7,7,23,9,17,0,0,300,300
validation,1500,correct,libero_goal,3,18,7,7,23,14,18,0,0,300,300
validation,1500,correct,libero_goal,3,19,7,7,23,12,19,0,0,300,300
validation,1500,correct,libero_goal,3,20,7,7,23,27,20,0,0,300,300
validation,1500,correct,libero_goal,3,21,7,7,23,32,21,0,0,300,300
validation,1500,correct,libero_goal,3,22,7,7,23,36,22,0,0,300,300
validation,1500,correct,libero_goal,3,23,7,7,23,44,23,0,0,300,300
validation,1500,correct,libero_goal,3,24,7,7,23,46,24,0,0,300,300
validation,1500,correct,libero_goal,3,25,7,7,23,11,25,0,0,300,300
validation,1500,correct,libero_goal,3,26,7,7,23,41,26,0,0,300,300
validation,1500,correct,libero_goal,3,27,7,7,23,16,27,0,0,300,300
validation,1500,correct,libero_goal,3,28,7,7,23,48,28,0,0,300,300
validation,1500,correct,libero_goal,3,29,7,7,23,23,29,0,0,300,300
validation,1500,correct,libero_goal,3,30,7,7,23,21,30,0,0,300,300
validation,1500,correct,libero_goal,3,31,7,7,23,38,31,0,0,300,300
validation,1500,correct,libero_goal,3,32,7,7,23,22,32,0,0,300,300
validation,1500,correct,libero_goal,3,33,7,7,23,39,33,0,0,300,300
validation,1500,correct,libero_goal,3,34,7,7,23,42,34,0,0,300,300
validation,1500,correct,libero_goal,3,35,7,7,23,18,35,0,0,300,300
validation,1500,correct,libero_goal,3,36,7,7,23,6,36,0,0,300,300
validation,1500,correct,libero_goal,3,37,7,7,23,49,37,0,0,300,300
validation,1500,correct,libero_goal,3,38,7,7,23,33,38,0,0,300,300
validation,1500,correct,libero_goal,3,39,7,7,23,37,39,0,0,300,300
validation,1500,correct,libero_goal,3,40,7,7,23,24,40,0,0,300,300
validation,1500,correct,libero_goal,3,41,7,7,23,7,41,0,0,300,300
validation,1500,correct,libero_goal,3,42,7,7,23,40,42,0,0,300,300
validation,1500,correct,libero_goal,3,43,7,7,23,1,43,0,0,300,300
validation,1500,correct,libero_goal,3,44,7,7,23,20,44,0,0,300,300
validation,1500,correct,libero_goal,3,45,7,7,23,45,45,0,0,300,300
validation,1500,correct,libero_goal,3,46,7,7,23,10,46,0,0,300,300
validation,1500,correct,libero_goal,3,47,7,7,23,47,47,0,0,300,300
validation,1500,correct,libero_goal,3,48,7,7,23,43,48,0,0,300,300
validation,1500,correct,libero_goal,3,49,7,7,23,25,49,0,0,300,300
validation,1500,correct,libero_goal,6,0,7,7,26,45,0,1,0,97,300
validation,1500,correct,libero_goal,6,1,7,7,26,8,1,1,1,102,128
validation,1500,correct,libero_goal,6,2,7,7,26,22,2,1,1,97,121
validation,1500,correct,libero_goal,6,3,7,7,26,34,3,1,0,98,300
validation,1500,correct,libero_goal,6,4,7,7,26,49,4,1,1,95,111
validation,1500,correct,libero_goal,6,5,7,7,26,41,5,1,0,131,300
validation,1500,correct,libero_goal,6,6,7,7,26,9,6,1,1,113,122
validation,1500,correct,libero_goal,6,7,7,7,26,40,7,1,1,81,96
validation,1500,correct,libero_goal,6,8,7,7,26,29,8,1,1,98,123
validation,1500,correct,libero_goal,6,9,7,7,26,26,9,1,1,86,97
validation,1500,correct,libero_goal,6,10,7,7,26,7,10,1,0,106,300
validation,1500,correct,libero_goal,6,11,7,7,26,10,11,1,1,100,127
validation,1500,correct,libero_goal,6,12,7,7,26,44,12,1,1,99,127
validation,1500,correct,libero_goal,6,13,7,7,26,1,13,1,0,85,300
validation,1500,correct,libero_goal,6,14,7,7,26,35,14,1,1,95,123
validation,1500,correct,libero_goal,6,15,7,7,26,20,15,1,0,97,300
validation,1500,correct,libero_goal,6,16,7,7,26,2,16,1,0,89,300
validation,1500,correct,libero_goal,6,17,7,7,26,0,17,1,0,98,300
validation,1500,correct,libero_goal,6,18,7,7,26,23,18,1,1,97,112
validation,1500,correct,libero_goal,6,19,7,7,26,36,19,1,1,94,126
validation,1500,correct,libero_goal,6,20,7,7,26,43,20,1,0,105,300
validation,1500,correct,libero_goal,6,21,7,7,26,21,21,1,1,104,116
validation,1500,correct,libero_goal,6,22,7,7,26,31,22,1,1,99,113
validation,1500,correct,libero_goal,6,23,7,7,26,27,23,1,1,152,141
validation,1500,correct,libero_goal,6,24,7,7,26,47,24,1,0,95,300
validation,1500,correct,libero_goal,6,25,7,7,26,5,25,1,1,86,117
validation,1500,correct,libero_goal,6,26,7,7,26,11,26,1,1,112,131
validation,1500,correct,libero_goal,6,27,7,7,26,24,27,1,1,93,149
validation,1500,correct,libero_goal,6,28,7,7,26,38,28,1,1,95,107
validation,1500,correct,libero_goal,6,29,7,7,26,16,29,1,1,89,215
validation,1500,correct,libero_goal,6,30,7,7,26,39,30,1,1,97,112
validation,1500,correct,libero_goal,6,31,7,7,26,12,31,1,1,164,116
validation,1500,correct,libero_goal,6,32,7,7,26,42,32,1,0,102,300
validation,1500,correct,libero_goal,6,33,7,7,26,48,33,1,1,91,114
validation,1500,correct,libero_goal,6,34,7,7,26,32,34,1,1,84,126
validation,1500,correct,libero_goal,6,35,7,7,26,13,35,1,0,125,300
validation,1500,correct,libero_goal,6,36,7,7,26,4,36,1,1,102,122
validation,1500,correct,libero_goal,6,37,7,7,26,30,37,1,1,141,127
validation,1500,correct,libero_goal,6,38,7,7,26,3,38,1,1,87,107
validation,1500,correct,libero_goal,6,39,7,7,26,46,39,1,0,105,300
validation,1500,correct,libero_goal,6,40,7,7,26,14,40,0,1,300,166
validation,1500,correct,libero_goal,6,41,7,7,26,28,41,1,1,98,133
validation,1500,correct,libero_goal,6,42,7,7,26,19,42,1,1,88,136
validation,1500,correct,libero_goal,6,43,7,7,26,17,43,1,1,96,144
validation,1500,correct,libero_goal,6,44,7,7,26,33,44,1,1,97,122
validation,1500,correct,libero_goal,6,45,7,7,26,37,45,1,1,98,119
validation,1500,correct,libero_goal,6,46,7,7,26,15,46,1,1,107,118
validation,1500,correct,libero_goal,6,47,7,7,26,25,47,1,1,77,125
validation,1500,correct,libero_goal,6,48,7,7,26,6,48,0,0,300,300
validation,1500,correct,libero_goal,6,49,7,7,26,18,49,1,1,98,136
validation,1500,correct,libero_object,1,0,7,7,11,34,0,1,0,157,280
validation,1500,correct,libero_object,1,1,7,7,11,10,1,1,0,137,280
validation,1500,correct,libero_object,1,2,7,7,11,12,2,1,1,197,243
validation,1500,correct,libero_object,1,3,7,7,11,2,3,1,1,122,138
validation,1500,correct,libero_object,1,4,7,7,11,39,4,1,1,138,171
validation,1500,correct,libero_object,1,5,7,7,11,8,5,1,1,130,234
validation,1500,correct,libero_object,1,6,7,7,11,35,6,1,0,170,280
validation,1500,correct,libero_object,1,7,7,7,11,41,7,1,1,112,145
validation,1500,correct,libero_object,1,8,7,7,11,45,8,1,0,129,280
validation,1500,correct,libero_object,1,9,7,7,11,16,9,1,1,177,177
validation,1500,correct,libero_object,1,10,7,7,11,4,10,1,1,215,242
validation,1500,correct,libero_object,1,11,7,7,11,3,11,1,1,122,132
validation,1500,correct,libero_object,1,12,7,7,11,30,12,1,0,226,280
validation,1500,correct,libero_object,1,13,7,7,11,23,13,1,1,202,200
validation,1500,correct,libero_object,1,14,7,7,11,14,14,1,0,264,280
validation,1500,correct,libero_object,1,15,7,7,11,48,15,1,1,172,172
validation,1500,correct,libero_object,1,16,7,7,11,33,16,1,1,153,172
validation,1500,correct,libero_object,1,17,7,7,11,18,17,0,1,280,188
validation,1500,correct,libero_object,1,18,7,7,11,13,18,1,0,199,280
validation,1500,correct,libero_object,1,19,7,7,11,46,19,1,1,137,137
validation,1500,correct,libero_object,1,20,7,7,11,43,20,1,0,227,280
validation,1500,correct,libero_object,1,21,7,7,11,28,21,0,0,280,280
validation,1500,correct,libero_object,1,22,7,7,11,29,22,1,1,133,172
validation,1500,correct,libero_object,1,23,7,7,11,17,23,1,1,121,187
validation,1500,correct,libero_object,1,24,7,7,11,37,24,1,1,154,131
validation,1500,correct,libero_object,1,25,7,7,11,31,25,1,0,117,280
validation,1500,correct,libero_object,1,26,7,7,11,26,26,1,1,191,192
validation,1500,correct,libero_object,1,27,7,7,11,40,27,1,1,124,180
validation,1500,correct,libero_object,1,28,7,7,11,42,28,1,1,162,248
validation,1500,correct,libero_object,1,29,7,7,11,32,29,1,1,138,145
validation,1500,correct,libero_object,1,30,7,7,11,24,30,0,0,280,280
validation,1500,correct,libero_object,1,31,7,7,11,19,31,1,0,109,280
validation,1500,correct,libero_object,1,32,7,7,11,47,32,0,0,280,280
validation,1500,correct,libero_object,1,33,7,7,11,38,33,0,1,280,138
validation,1500,correct,libero_object,1,34,7,7,11,11,34,1,0,132,280
validation,1500,correct,libero_object,1,35,7,7,11,22,35,1,1,132,142
validation,1500,correct,libero_object,1,36,7,7,11,25,36,1,1,123,140
validation,1500,correct,libero_object,1,37,7,7,11,15,37,1,1,125,171
validation,1500,correct,libero_object,1,38,7,7,11,9,38,0,0,280,280
validation,1500,correct,libero_object,1,39,7,7,11,5,39,1,0,119,280
validation,1500,correct,libero_object,1,40,7,7,11,7,40,1,0,173,280
validation,1500,correct,libero_object,1,41,7,7,11,1,41,1,1,127,258
validation,1500,correct,libero_object,1,42,7,7,11,27,42,1,1,117,118
validation,1500,correct,libero_object,1,43,7,7,11,20,43,1,1,188,277
validation,1500,correct,libero_object,1,44,7,7,11,0,44,1,1,121,130
validation,1500,correct,libero_object,1,45,7,7,11,49,45,1,1,164,182
validation,1500,correct,libero_object,1,46,7,7,11,44,46,1,1,117,232
validation,1500,correct,libero_object,1,47,7,7,11,36,47,1,1,121,143
validation,1500,correct,libero_object,1,48,7,7,11,6,48,0,0,280,280
validation,1500,correct,libero_object,1,49,7,7,11,21,49,0,0,280,280
validation,1500,correct,libero_object,3,0,7,7,13,33,0,0,0,280,280
validation,1500,correct,libero_object,3,1,7,7,13,20,1,1,1,164,127
validation,1500,correct,libero_object,3,2,7,7,13,18,2,0,0,280,280
validation,1500,correct,libero_object,3,3,7,7,13,9,3,0,0,280,280
validation,1500,correct,libero_object,3,4,7,7,13,42,4,0,0,280,280
