auxiliary_grad_norm,auxiliary_loss,branch,candidate,displacement_action_meta,displacement_compiler,displacement_factor_heads,displacement_procedure,displacement_semantic_core,displacement_text_meta,displacement_vl_meta,global_event_step,joint_grad_norm,local_step,lr,main_grad_norm,main_loss,parameter_displacement_norm,parent_step,preclip_grad_norm,q_parameter_displacement_norm,scale_alpha,seconds
0.1899844063379513,0.08782612066715956,J,J,0.043204020723896314,0.06206723458033361,0.07917271079141917,0.10240569949571857,0.08209704844514852,0.04357264046231144,0.05440985904253605,601,0.36164251261089764,1,0.0002992056748283996,0.2755195529043186,0.099705073139852,0.1845890233998807,600,0.23315316438674927,,,77.11481328401715
0.20089285955152092,0.07349837571382523,J,J,0.05687302919421436,0.06614615335336428,0.08168281058628818,0.10923640214183107,0.08515225220552902,0.04294534794696019,0.056309676844675846,602,0.344746036312693,2,0.0002992056748283996,0.2509943146875998,0.10641842974083764,0.19616451469022458,600,0.19696678221225739,,,59.64902251306921
0.09108014028320709,0.060018197633326054,J,J,0.05011648991372153,0.06435614110284336,0.08120917472888145,0.10431427415630563,0.07997415047665206,0.04050039088058291,0.05620612154598083,603,0.1780677118272695,3,0.0002992056748283996,0.1462250555061865,0.09396941529675608,0.18794958849917148,600,0.1001090332865715,,,78.25808167504147
0.150311779332288,0.050142654683440924,J,J,0.04822030976810838,0.06329519331894619,0.07649194528316805,0.09982533747315488,0.07639732929416321,0.03887484122446959,0.05281949929779304,604,0.24126254046424195,4,0.0002992056748283996,0.16503738380163263,0.09421426057815552,0.1796811068972629,600,0.13132387399673462,,,76.10107212886214
0.24957776446271826,0.06306864507496357,J,J,0.0472812129441416,0.06349177479386826,0.08126477991338392,0.10536338398070973,0.07893897096670004,0.038893109142946705,0.050407392378378726,605,0.38001330431036096,5,0.0002992056748283996,0.234419432278688,0.09602525076341062,0.18508664453346238,600,0.20292536914348602,,,64.58342011738569
0.16421082261879752,0.05409208219498396,J,J,0.04318025484698921,0.06139368890169684,0.07734442790085168,0.10218966399496107,0.07503541128924585,0.035915592761639185,0.04855018637946088,606,0.2617837694034036,6,0.0002992056748283996,0.19315038573535384,0.08628060203045607,0.17701969028491982,600,0.1496579498052597,,,67.4516758043319
0.3652603664693944,0.09880803432315588,J,J,0.053891568588735485,0.06935089707711653,0.08332162097457052,0.09914416263050554,0.0788184983736374,0.04357491654051936,0.05633634523979773,607,0.5025920786047761,7,0.0002992056748283996,0.27032961167449715,0.12154811665060973,0.189131748863736,600,0.32765042781829834,,,56.41342347301543
0.17786290071268468,0.05553550971671939,J,J,0.05054642112795591,0.0676245146104018,0.07976727015784958,0.10009850804230777,0.07633320557213114,0.040848982154416486,0.05321502191191483,608,0.34779877802147663,8,0.0002992056748283996,0.2516253827659347,0.0925941194097201,0.18395048393228833,600,0.21938660740852356,,,69.88796347472817
0.1831433312191603,0.051105141057632864,J,J,0.050080303140190005,0.07360258287940916,0.08462581147101496,0.10182839646323183,0.08703210528268157,0.03823459289327684,0.050972234551353204,609,0.4123638064053625,9,0.0002992056748283996,0.3256257605175989,0.12021360972097941,0.19258911547993324,600,0.23269008100032806,,,58.58885050797835
0.09614870558320267,0.03357716044411063,J,J,0.04840041516446259,0.06732940746856478,0.08038479643603262,0.09917665625266592,0.08501503792856947,0.04186459162003516,0.05104936042412151,610,0.2445277589533891,10,0.0002992056748283996,0.21115000130255618,0.10405559997473443,0.1864398343887446,600,0.13461846113204956,,,55.18672604393214
0.23115001180472225,0.06728312280029058,J,J,0.057830213296478535,0.06564238869947932,0.08095737557933295,0.10593607836158758,0.08249337151640072,0.04670713593643255,0.06218717568908463,611,0.3297629265454851,11,0.0002992056748283996,0.2065880628995759,0.1164620311132499,0.19566237204717649,600,0.193418949842453,,,61.95813242625445
0.11885136778549858,0.059201477095484734,J,J,0.04971044439385331,0.06572098704125165,0.08389282107309845,0.09734847713417843,0.08096976380006697,0.04479311584941373,0.058606671391931466,612,0.2990678195261633,12,0.0002992056748283996,0.24997718741171884,0.10089342961353914,0.18788926434588218,600,0.163540318608284,,,51.04520487319678
0.12629307521796815,0.06934962049126625,J,J,0.04897420097033238,0.06170849342079465,0.08135074735688574,0.09154223253571178,0.0741558395954248,0.04144930726055548,0.054225131814295446,613,0.2328003916606733,13,0.0002992056748283996,0.1673913997805319,0.09829971407141004,0.17709272569152287,600,0.1244107261300087,,,75.18782798713073
0.08768600814336558,0.03396355314180255,J,J,0.04632936091474471,0.061588705944124085,0.08026807503096303,0.0880004007854143,0.07475568568112682,0.03932332114460765,0.05132668603529994,614,0.1925257248600573,14,0.0002992056748283996,0.15806102594324517,0.10545378440015371,0.17290395489136143,600,0.10679205507040024,,,77.3653929377906
0.05906340264113665,0.028943940065801144,J,J,0.039716997084220065,0.06018292572719276,0.07707298167038179,0.08176843532345429,0.07460126615947815,0.0382070533637978,0.047775724008816634,615,0.18262326271276197,15,0.0002992056748283996,0.16371844303257269,0.1110151552905639,0.16472217084894702,600,0.11105906218290329,,,58.75414598919451
0.1307418762433636,0.06265095621347427,J,J,0.04164714294995836,0.06565423107734644,0.07806198588562399,0.08210486079194183,0.07871746268122957,0.04287985163442605,0.047121933719763774,616,0.24211929581042935,16,0.0002992056748283996,0.18581319061065366,0.1155279991882188,0.17069107072420148,600,0.15041100978851318,,,61.30357582308352
0.14144077254367854,0.06378393899649382,J,J,0.03909742894204274,0.06731288981112449,0.07554765771508631,0.09292276265192105,0.08026302749166758,0.03987969763226139,0.04499679739733012,617,0.27158313878897056,17,0.0002992056748283996,0.2197113404198674,0.09774361941076459,0.17452500717974176,600,0.15295881032943726,,,70.02417069114745
0.0795545269220494,0.04402678832411766,J,J,0.03813484472990315,0.06580837608095812,0.07468784019060913,0.09635448184246154,0.07841728435668936,0.037489464716876635,0.043749649503608476,618,0.15460041097955954,18,0.0002992056748283996,0.1306972626902845,0.10045494117020141,0.1735402854405232,600,0.0881042405962944,,,75.31327659031376
0.18998435701539212,0.08782612066715956,M,M,0.04241385502035827,0.060932162640223116,0.07772481695044918,0.10053286425713773,0.08059611590209473,0.04277486538780544,0.053416776168425904,601,0.361642501818108,1,0.0002992056748283996,0.275519568126685,0.099705073139852,0.1845895364696205,600,0.23315316438674927,0.18121380041689203,0.9817122025587618,74.88705796841532
